Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
NCG18,15.3,0.026634717,12,OUT035,Household,103.5332,Medium,3,Tier 2,Supermarket Type1,3383.5956,2.199
FDS44,12.65,0.27321283,31,OUT019,Fruits and Vegetables,240.9538,Very_High,3,Tier 1,Grocery Store,480.7076,0.312
FDC48,9.195,0.015782495,31,OUT027,Baking Goods,81.0592,Medium,2,Tier 3,Supermarket Type3,2777.046081,1.805
FDG35,21.2,0.007796486,9,OUT017,Starchy Foods,173.0738,High,2,Tier 2,Supermarket Type1,2907.694619,1.89
FDJ53,10.5,0.124763406,31,OUT019,Frozen Foods,119.0098,Medium,3,Tier 1,Grocery Store,4.077832841,0.003
FDF29,15.1,0.033365743,18,OUT010,Frozen Foods,130.931,Medium,2,Tier 3,Grocery Store,232.22228,0.151
FDX11,16.0,0.106235129,31,OUT027,Baking Goods,181.7634,High,2,Tier 3,Supermarket Type3,4372.954298,2.842
FDV02,16.75,0.060534179,12,OUT035,Dairy,169.4106,High,3,Tier 2,Supermarket Type1,2838.026083,1.845
FDL27,6.17,0.017794028,18,OUT010,Meat,65.9826,Low,2,Tier 3,Grocery Store,-820.3755348,-0.533
FDX27,20.7,0.113564473,31,OUT027,Dairy,92.6436,Medium,2,Tier 3,Supermarket Type3,2985.395903,1.941
FDD21,10.3,0.030693756,7,OUT018,Fruits and Vegetables,114.2176,Medium,2,Tier 3,Supermarket Type2,2175.8344,1.414
DRF25,9.0,0.039004193,14,OUT045,Soft Drinks,37.019,Low,2,Tier 2,Supermarket Type1,659.142,0.428
FDW20,20.75,0.024247803,7,OUT018,Fruits and Vegetables,123.973,Medium,2,Tier 3,Supermarket Type2,1716.671943,1.116
FDM21,20.2,0.064310516,29,OUT013,Snack Foods,257.3646,Very_High,1,Tier 3,Supermarket Type1,4092.727048,2.66
DRH03,17.25,0.035207155,7,OUT018,Dairy,93.512,Medium,2,Tier 3,Supermarket Type2,1491.392,0.969
FDV31,9.8,0.106933748,14,OUT045,Fruits and Vegetables,175.337,High,2,Tier 2,Supermarket Type1,529.311,0.344
FDM12,16.7,0.069903773,12,OUT035,Baking Goods,188.6214,High,3,Tier 2,Supermarket Type1,565.2642,0.367
FDW01,14.5,0.06442287,9,OUT017,Canned,152.4682,High,2,Tier 2,Supermarket Type1,2532.756364,1.646
FDB52,17.75,0.030607757,9,OUT017,Dairy,256.6672,Very_High,2,Tier 2,Supermarket Type1,4160.001197,2.704
FDL38,13.8,0.014756014,17,OUT049,Canned,89.7172,Medium,2,Tier 1,Supermarket Type1,1602.933338,1.042
FDF53,20.75,0.083736551,17,OUT049,Frozen Foods,178.7318,High,2,Tier 1,Supermarket Type1,3428.2042,2.228
FDL43,10.1,0.027119268,14,OUT045,Meat,77.767,Medium,2,Tier 2,Supermarket Type1,1205.095002,0.783
FDG57,14.7,0.121012632,18,OUT010,Fruits and Vegetables,49.4034,Low,2,Tier 3,Grocery Store,194.4136,0.126
DRK49,14.15,0.036090136,7,OUT018,Soft Drinks,41.1138,Low,2,Tier 3,Supermarket Type2,425.0092736,0.276
FDP49,9.0,0.069479757,9,OUT017,Breakfast,55.1614,Low,2,Tier 2,Supermarket Type1,1061.710877,0.69
NCP54,15.35,0.034979457,31,OUT027,Household,123.473,Medium,2,Tier 3,Supermarket Type3,3409.261104,2.216
FDC38,15.7,0.122392031,29,OUT013,Canned,133.1942,Medium,1,Tier 3,Supermarket Type1,2782.3782,1.809
NCZ29,15.0,0.071482421,17,OUT049,Health and Hygiene,127.2362,Medium,2,Tier 1,Supermarket Type1,2108.049029,1.37
FDQ22,16.75,0.029785889,17,OUT049,Snack Foods,38.9822,Low,2,Tier 1,Supermarket Type1,628.5152,0.409
FDM03,12.65,0.123282837,19,OUT046,Meat,107.8938,Medium,3,Tier 1,Supermarket Type1,750.3566,0.488
FDR32,6.78,0.086293322,9,OUT017,Fruits and Vegetables,229.3694,Very_High,2,Tier 2,Supermarket Type1,3769.158551,2.45
FDE10,6.67,0.150554711,18,OUT010,Snack Foods,130.0626,Medium,2,Tier 3,Grocery Store,131.1626,0.085
NCJ43,6.635,0.029360726,7,OUT018,Household,175.2396,High,2,Tier 3,Supermarket Type2,2487.726517,1.617
FDO40,17.1,0.032628111,19,OUT046,Frozen Foods,148.7392,High,3,Tier 1,Supermarket Type1,1640.5312,1.066
NCE30,16.0,0.09911729,12,OUT035,Household,210.7902,Very_High,3,Tier 2,Supermarket Type1,4460.1942,2.899
FDF21,10.3,0.059067021,7,OUT018,Fruits and Vegetables,189.653,High,2,Tier 3,Supermarket Type2,2776.081015,1.804
FDU60,20.0,0.060022526,14,OUT045,Baking Goods,168.7132,High,2,Tier 2,Supermarket Type1,6426.3016,4.177
FDN08,7.72,0.088347953,12,OUT035,Fruits and Vegetables,119.0466,Medium,3,Tier 2,Supermarket Type1,2093.216466,1.361
FDR14,11.65,0.174758034,7,OUT018,Dairy,52.7298,Low,2,Tier 3,Supermarket Type2,581.7422666,0.378
FDB58,10.5,0.013493914,12,OUT035,Snack Foods,143.7154,High,3,Tier 2,Supermarket Type1,3119.9388,2.028
NCJ30,5.82,0.080249973,31,OUT027,Household,168.679,High,2,Tier 3,Supermarket Type3,4923.591,3.2
FDU48,18.85,0.055583959,7,OUT018,Baking Goods,131.7284,Medium,2,Tier 3,Supermarket Type2,1831.82702,1.191
FDM24,6.135,0.078943221,31,OUT027,Baking Goods,152.7366,High,2,Tier 3,Supermarket Type3,1813.6392,1.179
FDU16,19.25,0.058604732,9,OUT017,Frozen Foods,85.5908,Medium,2,Tier 2,Supermarket Type1,1537.695855,1.0
FDG60,20.35,0.101598896,18,OUT010,Baking Goods,232.7616,Very_High,2,Tier 3,Grocery Store,1761.038691,1.145
NCF42,17.35,0.167351411,12,OUT035,Household,176.0712,High,3,Tier 2,Supermarket Type1,2109.2544,1.371
FDU08,10.3,0.027426689,7,OUT018,Fruits and Vegetables,97.3042,Medium,2,Tier 3,Supermarket Type2,694.4294,0.451
FDR55,12.15,0.131973625,29,OUT013,Fruits and Vegetables,187.9872,High,1,Tier 3,Supermarket Type1,2458.1336,1.598
FDW40,14.0,0.121933177,31,OUT027,Frozen Foods,141.5812,High,2,Tier 3,Supermarket Type3,3744.935266,2.434
NCN05,8.235,0.014482153,17,OUT049,Health and Hygiene,182.295,High,2,Tier 1,Supermarket Type1,3661.9,2.38
DRJ25,14.6,0.151180862,7,OUT018,Soft Drinks,47.5692,Low,2,Tier 3,Supermarket Type2,443.4228,0.288
NCS42,8.6,0.069809115,9,OUT017,Household,90.5146,Medium,2,Tier 2,Supermarket Type1,729.7168,0.474
FDB44,6.655,0.016955625,12,OUT035,Fruits and Vegetables,210.4586,Very_High,3,Tier 2,Supermarket Type1,3483.520174,2.264
DRC25,5.73,0.079440262,31,OUT019,Soft Drinks,86.7882,Medium,3,Tier 1,Grocery Store,85.8882,0.056
NCL05,19.6,0.047888606,12,OUT035,Health and Hygiene,42.277,Low,3,Tier 2,Supermarket Type1,605.878,0.394
FDY20,12.5,0.081684728,29,OUT013,Fruits and Vegetables,92.3488,Medium,1,Tier 3,Supermarket Type1,1177.1344,0.765
FDU26,16.7,0.04258349,29,OUT013,Dairy,121.1782,Medium,1,Tier 3,Supermarket Type1,2021.492605,1.314
DRD24,13.85,0.030789262,12,OUT035,Soft Drinks,142.5154,High,3,Tier 2,Supermarket Type1,2424.490663,1.576
FDC59,16.7,0.054628903,19,OUT046,Starchy Foods,62.5168,Low,3,Tier 1,Supermarket Type1,1075.687805,0.699
FDB23,19.2,0.005561538,31,OUT027,Starchy Foods,224.0062,Very_High,2,Tier 3,Supermarket Type3,3837.0054,2.494
FDH60,19.7,0.080669843,29,OUT013,Baking Goods,197.311,High,1,Tier 3,Supermarket Type1,3199.682937,2.08
FDT23,7.72,0.074883035,14,OUT045,Breads,79.8986,Medium,2,Tier 2,Supermarket Type1,1090.5804,0.709
NCD18,16.0,0.072608647,29,OUT013,Household,228.3668,Very_High,1,Tier 3,Supermarket Type1,5298.4364,3.444
DRM59,5.88,0.003606726,7,OUT018,Hard Drinks,154.1998,High,2,Tier 3,Supermarket Type2,1384.1982,0.9
FDS40,15.35,0.024546148,31,OUT019,Frozen Foods,34.619,Low,3,Tier 1,Grocery Store,36.619,0.024
FDI15,13.8,0.14215211,9,OUT017,Dairy,263.5884,Very_High,2,Tier 2,Supermarket Type1,2384.8956,1.55
NCA30,19.0,0.216478153,18,OUT010,Household,190.1872,High,2,Tier 3,Grocery Store,567.2616,0.369
FDI48,11.85,0.05544858,31,OUT027,Baking Goods,52.3666,Low,2,Tier 3,Supermarket Type3,2368.143562,1.539
DRB13,6.115,0.007043008,12,OUT035,Soft Drinks,190.353,High,3,Tier 2,Supermarket Type1,569.259,0.37
FDB14,20.25,0.102638435,29,OUT013,Canned,91.212,Medium,1,Tier 3,Supermarket Type1,1545.160226,1.004
FDO40,17.1,0.032761024,7,OUT018,Frozen Foods,148.8392,High,2,Tier 3,Supermarket Type2,2087.9488,1.357
NCF55,6.675,0.021788889,9,OUT017,Household,36.7874,Low,2,Tier 2,Supermarket Type1,714.9126177,0.465
FDN15,17.5,0.016767995,14,OUT045,Meat,141.418,High,2,Tier 2,Supermarket Type1,1957.452,1.272
FDJ32,10.695,0.05811924,9,OUT017,Fruits and Vegetables,63.0536,Low,2,Tier 2,Supermarket Type1,1142.400308,0.743
FDS59,14.8,0.043856919,29,OUT013,Breads,109.057,Medium,1,Tier 3,Supermarket Type1,2746.425,1.785
FDO36,19.7,0.077849003,29,OUT013,Baking Goods,179.166,High,1,Tier 3,Supermarket Type1,3056.022,1.986
DRD37,9.8,0.013898123,7,OUT018,Soft Drinks,46.506,Low,2,Tier 3,Supermarket Type2,372.848,0.242
FDM24,6.135,0.079650513,7,OUT018,Baking Goods,150.1366,High,2,Tier 3,Supermarket Type2,2157.440208,1.402
FDE56,17.25,0.159165324,12,OUT035,Fruits and Vegetables,63.4194,Low,3,Tier 2,Supermarket Type1,1547.985,1.006
FDO50,16.25,0.086528214,7,OUT018,Canned,90.2804,Medium,2,Tier 3,Supermarket Type2,1653.8472,1.075
FDX40,12.85,0.099553084,9,OUT017,Frozen Foods,40.0164,Low,2,Tier 2,Supermarket Type1,1312.9576,0.853
FDL26,18.0,0.072838381,31,OUT027,Canned,155.2972,High,2,Tier 3,Supermarket Type3,5141.3076,3.342
NCO30,19.5,0.015711807,29,OUT013,Household,181.8608,High,1,Tier 3,Supermarket Type1,4042.7376,2.628
DRE03,19.6,0.024276035,14,OUT045,Dairy,45.3718,Low,2,Tier 2,Supermarket Type1,614.5334,0.399
FDQ12,12.65,0.035465802,17,OUT049,Baking Goods,229.601,Very_High,2,Tier 1,Supermarket Type1,3731.566997,2.426
NCM05,6.825,0.104784329,31,OUT019,Health and Hygiene,266.0226,Very_High,3,Tier 1,Grocery Store,528.6452,0.344
FDG10,6.63,0.010930195,29,OUT013,Snack Foods,56.3588,Low,1,Tier 3,Supermarket Type1,1017.759588,0.662
FDW24,6.8,0.037315469,31,OUT027,Baking Goods,50.0034,Low,2,Tier 3,Supermarket Type3,1992.7394,1.295
FDN25,7.895,0.061175535,19,OUT046,Breakfast,58.6588,Low,3,Tier 1,Supermarket Type1,1013.962426,0.659
FDY33,14.5,0.097398254,14,OUT045,Snack Foods,157.4262,High,2,Tier 2,Supermarket Type1,3978.155,2.586
FDO09,13.5,0.125983278,9,OUT017,Snack Foods,264.691,Very_High,2,Tier 2,Supermarket Type1,4312.338858,2.803
FDP58,11.1,0.135416391,14,OUT045,Snack Foods,218.3482,Very_High,2,Tier 2,Supermarket Type1,2847.6266,1.851
FDV13,17.35,0.027605646,12,OUT035,Canned,88.9856,Medium,3,Tier 2,Supermarket Type1,1636.569621,1.064
NCE55,8.92,0.129820371,29,OUT013,Household,176.137,High,1,Tier 3,Supermarket Type1,2792.122339,1.815
FDS58,9.285,0.020904887,31,OUT027,Snack Foods,158.9578,High,2,Tier 3,Supermarket Type3,4032.354604,2.621
NCI30,20.25,0.103188491,31,OUT019,Household,244.346,Very_High,3,Tier 1,Grocery Store,246.346,0.16
FDL21,15.85,0.01251245,31,OUT019,Snack Foods,38.748,Low,3,Tier 1,Grocery Store,79.896,0.052
FDE56,17.25,0.159062948,29,OUT013,Fruits and Vegetables,60.2194,Low,1,Tier 3,Supermarket Type1,1053.055352,0.684
NCC07,19.6,0.023999722,14,OUT045,Household,104.0964,Medium,2,Tier 2,Supermarket Type1,525.982,0.342
FDE56,17.25,0.160095901,9,OUT017,Fruits and Vegetables,61.5194,Low,2,Tier 2,Supermarket Type1,1052.6298,0.684
FDD46,6.035,0.247321039,31,OUT019,Snack Foods,152.3998,High,3,Tier 1,Grocery Store,153.7998,0.1
FDU07,11.1,0.060090767,7,OUT018,Fruits and Vegetables,152.5366,High,2,Tier 3,Supermarket Type2,2154.29964,1.4
DRC24,17.85,0.024800623,29,OUT013,Soft Drinks,153.0998,High,1,Tier 3,Supermarket Type1,2477.121182,1.61
FDQ12,12.65,0.035410748,19,OUT046,Baking Goods,231.401,Very_High,3,Tier 1,Supermarket Type1,2067.309,1.344
FDV35,19.5,0.224472159,31,OUT019,Breads,155.4314,High,3,Tier 1,Grocery Store,554.2046814,0.36
DRI11,8.26,0.03447406,14,OUT045,Hard Drinks,117.0834,Medium,2,Tier 2,Supermarket Type1,1612.5676,1.048
FDI36,12.5,0.067608237,9,OUT017,Baking Goods,196.7426,High,2,Tier 2,Supermarket Type1,3265.10652,2.122
NCJ42,19.75,0.01433033,14,OUT045,Household,104.2332,Medium,2,Tier 2,Supermarket Type1,2153.1972,1.4
FDO20,12.85,0.152364317,17,OUT049,Fruits and Vegetables,254.0382,Very_High,2,Tier 1,Supermarket Type1,1261.691,0.82
FDC08,19.0,0.104035148,9,OUT017,Fruits and Vegetables,227.772,Very_High,2,Tier 2,Supermarket Type1,5206.556,3.384
FDR22,19.35,0.018472714,31,OUT027,Snack Foods,109.9544,Medium,2,Tier 3,Supermarket Type3,5257.1568,3.417
FDC04,15.6,0.04494821,29,OUT013,Dairy,240.3854,Very_High,1,Tier 3,Supermarket Type1,3831.578046,2.491
FDD48,10.395,0.050479463,18,OUT010,Baking Goods,114.0176,Medium,2,Tier 3,Grocery Store,-78.34746287,-0.051
NCL29,9.695,0.190711254,18,OUT010,Health and Hygiene,159.1604,High,2,Tier 3,Grocery Store,633.8416,0.412
NCF42,17.35,0.293066133,31,OUT019,Household,177.0712,High,3,Tier 1,Grocery Store,351.5424,0.229
NCP17,19.35,0.027827268,7,OUT018,Health and Hygiene,65.6168,Low,2,Tier 3,Supermarket Type2,383.5008,0.249
FDO28,5.765,0.072444983,14,OUT045,Frozen Foods,119.7098,Medium,2,Tier 2,Supermarket Type1,1849.604541,1.202
FDS19,13.8,0.064195136,12,OUT035,Fruits and Vegetables,75.8012,Medium,3,Tier 2,Supermarket Type1,1138.518,0.74
FDQ09,7.235,0.058369013,7,OUT018,Snack Foods,115.2834,Medium,2,Tier 3,Supermarket Type2,1267.0174,0.824
FDO03,10.395,0.064577332,31,OUT019,Meat,230.5352,Very_High,3,Tier 1,Grocery Store,687.1056,0.447
FDR19,13.5,0.160371305,7,OUT018,Fruits and Vegetables,147.2102,High,2,Tier 3,Supermarket Type2,2098.513332,1.364
NCQ38,16.35,0.013301702,31,OUT027,Others,105.028,Medium,2,Tier 3,Supermarket Type3,3126.06888,2.032
FDG31,12.15,0.063430788,18,OUT010,Meat,65.4826,Low,2,Tier 3,Grocery Store,258.3304,0.168
FDL45,15.6,0.037680711,12,OUT035,Snack Foods,123.7704,Medium,3,Tier 2,Supermarket Type1,3129.26,2.034
FDQ56,6.59,0.105761491,17,OUT049,Fruits and Vegetables,84.8908,Medium,2,Tier 1,Supermarket Type1,1677.816,1.091
FDE09,8.775,0.021498768,31,OUT027,Fruits and Vegetables,111.5228,Medium,2,Tier 3,Supermarket Type3,1768.3648,1.149
NCN55,14.6,0.059490504,19,OUT046,Others,241.4538,Very_High,3,Tier 1,Supermarket Type1,3789.810248,2.463
NCQ02,12.6,0.007455054,12,OUT035,Household,186.9556,High,3,Tier 2,Supermarket Type1,3942.8676,2.563
FDJ03,12.35,0.072394912,19,OUT046,Dairy,50.3692,Low,3,Tier 1,Supermarket Type1,883.347301,0.574
NCM17,7.93,0.071076672,29,OUT013,Health and Hygiene,44.9086,Low,1,Tier 3,Supermarket Type1,802.9548,0.522
FDB05,5.155,0.083198341,19,OUT046,Frozen Foods,246.0776,Very_High,3,Tier 1,Supermarket Type1,990.7104,0.644
FDM15,11.8,0.057421582,19,OUT046,Meat,149.9366,High,3,Tier 1,Supermarket Type1,1662.5026,1.081
FDY19,19.75,0.041448824,14,OUT045,Fruits and Vegetables,116.5466,Medium,2,Tier 2,Supermarket Type1,2828.3184,1.838
FDZ47,20.7,0.085992933,9,OUT017,Baking Goods,98.7042,Medium,2,Tier 2,Supermarket Type1,1884.8798,1.225
NCV53,8.27,0.020427071,31,OUT027,Health and Hygiene,240.288,Very_High,2,Tier 3,Supermarket Type3,5228.812448,3.399
FDP32,6.65,0.087652908,12,OUT035,Fruits and Vegetables,128.8678,Medium,3,Tier 2,Supermarket Type1,1398.8458,0.909
DRH36,16.2,0.036547628,29,OUT013,Soft Drinks,73.4696,Medium,1,Tier 3,Supermarket Type1,2087.9488,1.357
FDC08,19.0,0.173154079,18,OUT010,Fruits and Vegetables,228.272,Very_High,2,Tier 3,Grocery Store,452.744,0.294
NCC07,19.6,0.023931217,29,OUT013,Household,103.1964,Medium,1,Tier 3,Supermarket Type1,736.3748,0.479
NCR50,20.2,0.011886946,9,OUT017,Household,151.434,High,2,Tier 2,Supermarket Type1,2501.269638,1.626
DRE03,19.6,0.024264569,17,OUT049,Dairy,46.5718,Low,2,Tier 1,Supermarket Type1,1607.2412,1.045
FDO34,17.7,0.029938936,19,OUT046,Snack Foods,168.7816,High,3,Tier 1,Supermarket Type1,2689.191303,1.748
FDL16,12.85,0.16763712,31,OUT027,Frozen Foods,45.506,Low,2,Tier 3,Supermarket Type3,2198.013289,1.429
FDH40,11.6,0.078929571,19,OUT046,Frozen Foods,79.9276,Medium,3,Tier 1,Supermarket Type1,1137.1864,0.739
FDM10,18.25,0.076401322,9,OUT017,Snack Foods,212.7218,Very_High,2,Tier 2,Supermarket Type1,3468.420682,2.254
FDT04,17.25,0.10764721,9,OUT017,Frozen Foods,39.3822,Low,2,Tier 2,Supermarket Type1,314.2576,0.204
FDN57,18.25,0.054189065,29,OUT013,Snack Foods,143.0154,High,1,Tier 3,Supermarket Type1,2315.193538,1.505
FDU43,19.35,0.101626463,31,OUT019,Fruits and Vegetables,237.4564,Very_High,3,Tier 1,Grocery Store,1895.696619,1.232
FDL46,20.35,0.054011943,29,OUT013,Snack Foods,116.5466,Medium,1,Tier 3,Supermarket Type1,1885.5456,1.226
FDU35,6.44,0.079538056,7,OUT018,Breads,99.47,Medium,2,Tier 3,Supermarket Type2,1324.995853,0.861
FDI58,7.64,0.070814401,17,OUT049,Snack Foods,92.412,Medium,2,Tier 1,Supermarket Type1,1634.823877,1.063
FDS16,15.15,0.066551268,9,OUT017,Frozen Foods,144.676,High,2,Tier 2,Supermarket Type1,3954.852,2.571
FDO36,19.7,0.07753654,31,OUT027,Baking Goods,180.866,High,2,Tier 3,Supermarket Type3,3235.788,2.103
FDZ34,6.695,0.075511074,31,OUT027,Starchy Foods,192.282,High,2,Tier 3,Supermarket Type3,4497.119119,2.923
NCW06,16.2,0.050442528,14,OUT045,Household,190.8162,High,2,Tier 2,Supermarket Type1,2693.8268,1.751
FDZ09,17.6,0.104859135,12,OUT035,Snack Foods,161.8868,High,3,Tier 2,Supermarket Type1,4094.67,2.662
FDC17,12.15,0.015484763,17,OUT049,Frozen Foods,211.9928,Very_High,2,Tier 1,Supermarket Type1,631.1784,0.41
FDE32,20.7,0.048957533,7,OUT018,Fruits and Vegetables,37.8506,Low,2,Tier 3,Supermarket Type2,265.6542,0.173
FDW50,13.1,0.075563757,12,OUT035,Dairy,168.1158,High,3,Tier 2,Supermarket Type1,2005.3896,1.304
NCD07,9.1,0.055382616,29,OUT013,Household,115.0518,Medium,1,Tier 3,Supermarket Type1,683.1108,0.444
FDV27,7.97,0.070017381,31,OUT019,Meat,89.3514,Medium,3,Tier 1,Grocery Store,177.1028,0.115
NCL17,7.39,0.067451486,31,OUT027,Health and Hygiene,142.0812,High,2,Tier 3,Supermarket Type3,3692.68345,2.4
FDX44,9.3,0.04295842,12,OUT035,Fruits and Vegetables,89.3172,Medium,3,Tier 2,Supermarket Type1,2051.9956,1.334
FDX34,6.195,0.071925626,29,OUT013,Snack Foods,121.9098,Medium,1,Tier 3,Supermarket Type1,1982.979412,1.289
FDP28,13.65,0.080765853,17,OUT049,Frozen Foods,262.8936,Very_High,2,Tier 1,Supermarket Type1,4958.8784,3.223
NCP50,17.35,0.020542737,29,OUT013,Others,80.5618,Medium,1,Tier 3,Supermarket Type1,322.2472,0.209
FDJ33,8.895,0.088305478,12,OUT035,Snack Foods,123.473,Medium,3,Tier 2,Supermarket Type1,1478.076,0.961
FDK57,10.195,0.080226072,29,OUT013,Snack Foods,121.244,Medium,1,Tier 3,Supermarket Type1,1971.454216,1.281
FDL24,10.3,0.024998007,7,OUT018,Baking Goods,174.4422,High,2,Tier 3,Supermarket Type2,3448.844,2.242
FDW58,20.75,0.007595816,9,OUT017,Snack Foods,104.4622,Medium,2,Tier 2,Supermarket Type1,1796.012,1.167
FDB37,20.25,0.022951888,7,OUT018,Baking Goods,240.4538,Very_High,2,Tier 3,Supermarket Type2,3573.341349,2.323
FDU46,10.3,0.011143599,17,OUT049,Snack Foods,88.254,Medium,2,Tier 1,Supermarket Type1,1125.202,0.731
NCI29,8.6,0.032754431,7,OUT018,Health and Hygiene,140.5154,High,2,Tier 3,Supermarket Type2,283.6308,0.184
FDZ27,7.935,0.017141985,29,OUT013,Dairy,50.035,Low,1,Tier 3,Supermarket Type1,149.805,0.097
FDD40,20.25,0.024761046,18,OUT010,Dairy,193.5162,High,2,Tier 3,Grocery Store,1207.793051,0.785
FDF12,8.235,0.08235926,29,OUT013,Baking Goods,147.6076,High,1,Tier 3,Supermarket Type1,3103.9596,2.018
FDU55,16.2,0.035904485,12,OUT035,Fruits and Vegetables,258.6278,Very_High,3,Tier 2,Supermarket Type1,4230.344209,2.75
NCL54,12.6,0.082738167,12,OUT035,Household,173.5054,High,3,Tier 2,Supermarket Type1,2872.851609,1.867
FDM04,9.195,0.047164485,31,OUT019,Frozen Foods,50.6666,Low,3,Tier 1,Grocery Store,-1001.84489,-0.651
FDB14,20.25,0.171938781,18,OUT010,Canned,92.512,Medium,2,Tier 3,Grocery Store,186.424,0.121
FDT27,11.395,0.121838154,31,OUT019,Meat,235.8616,Very_High,3,Tier 1,Grocery Store,1866.890578,1.213
FDB05,5.155,0.08336707,14,OUT045,Frozen Foods,246.9776,Very_High,2,Tier 2,Supermarket Type1,3827.832608,2.488
DRM47,9.3,0.04357366,31,OUT027,Hard Drinks,192.8846,High,2,Tier 3,Supermarket Type3,2293.0152,1.49
FDP37,15.6,0.142412955,31,OUT027,Breakfast,126.4994,Medium,2,Tier 3,Supermarket Type3,3462.695509,2.251
FDQ08,15.7,0.031685529,18,OUT010,Fruits and Vegetables,63.1536,Low,2,Tier 3,Grocery Store,122.5072,0.08
FDZ33,10.195,0.107564024,17,OUT049,Snack Foods,149.0076,High,2,Tier 1,Supermarket Type1,1182.4608,0.769
FDK34,13.35,0.041787825,7,OUT018,Snack Foods,238.7564,Very_High,2,Tier 3,Supermarket Type2,1906.8512,1.239
FDJ04,18.0,0.124645538,17,OUT049,Frozen Foods,117.2124,Medium,2,Tier 1,Supermarket Type1,2133.2232,1.387
FDP60,17.35,0.055908268,12,OUT035,Baking Goods,99.8016,Medium,3,Tier 2,Supermarket Type1,607.2096,0.395
FDQ37,20.75,0.156283906,31,OUT019,Breakfast,195.3478,High,3,Tier 1,Grocery Store,1187.061999,0.772
DRA59,8.27,0.128449055,7,OUT018,Soft Drinks,186.5924,High,2,Tier 3,Supermarket Type2,4442.2176,2.887
FDD05,19.35,0.016531033,31,OUT027,Frozen Foods,122.4098,Medium,2,Tier 3,Supermarket Type3,3012.745,1.958
DRG13,17.25,0.037396492,9,OUT017,Soft Drinks,165.6526,High,2,Tier 2,Supermarket Type1,1808.9786,1.176
NCK29,5.615,0.126480422,9,OUT017,Health and Hygiene,121.573,Medium,2,Tier 2,Supermarket Type1,3202.498,2.082
FDE22,9.695,0.0295482,29,OUT013,Snack Foods,160.392,High,1,Tier 3,Supermarket Type1,2589.232109,1.683
FDJ09,15.0,0.058485617,17,OUT049,Snack Foods,44.7744,Low,2,Tier 1,Supermarket Type1,679.116,0.441
FDB50,13.0,0.153930108,14,OUT045,Canned,76.7986,Medium,2,Tier 2,Supermarket Type1,2648.5524,1.722
FDT16,9.895,0.048426708,31,OUT027,Frozen Foods,258.7278,Very_High,2,Tier 3,Supermarket Type3,5466.8838,3.553
NCJ29,10.6,0.035247642,17,OUT049,Health and Hygiene,84.7224,Medium,2,Tier 1,Supermarket Type1,1619.2256,1.052
NCB42,11.8,0.008561176,19,OUT046,Health and Hygiene,115.8492,Medium,3,Tier 1,Supermarket Type1,1844.114452,1.199
FDR26,20.7,0.042923652,14,OUT045,Dairy,178.3028,High,2,Tier 2,Supermarket Type1,1062.6168,0.691
NCA41,16.75,0.032719454,7,OUT018,Health and Hygiene,194.2162,High,2,Tier 3,Supermarket Type2,2783.063192,1.809
FDA38,5.44,0.025531593,14,OUT045,Dairy,241.5538,Very_High,2,Tier 2,Supermarket Type1,3753.40443,2.44
NCA18,10.1,0.055806016,31,OUT027,Household,117.4492,Medium,2,Tier 3,Supermarket Type3,3311.615363,2.153
FDB17,13.15,0.036821494,7,OUT018,Frozen Foods,179.8976,High,2,Tier 3,Supermarket Type2,2584.139779,1.68
FDX13,7.725,0.083661793,31,OUT019,Canned,248.6092,Very_High,3,Tier 1,Grocery Store,2027.384424,1.318
FDZ08,12.5,0.110440439,7,OUT018,Fruits and Vegetables,81.9592,Medium,2,Tier 3,Supermarket Type2,1091.798037,0.71
NCH54,13.5,0.073080167,9,OUT017,Household,161.492,High,2,Tier 2,Supermarket Type1,2646.805532,1.72
FDA11,7.75,0.043029436,31,OUT027,Baking Goods,94.7436,Medium,2,Tier 3,Supermarket Type3,1701.7848,1.106
NCQ06,13.0,0.073229342,31,OUT019,Household,254.1014,Very_High,3,Tier 1,Grocery Store,255.0014,0.166
FDZ59,6.63,0.104232541,14,OUT045,Baking Goods,166.75,High,2,Tier 2,Supermarket Type1,2620.257665,1.703
FDU20,19.35,0.021439694,29,OUT013,Fruits and Vegetables,119.7098,Medium,1,Tier 3,Supermarket Type1,1325.6078,0.862
NCH18,9.3,0.044444956,31,OUT027,Household,245.2802,Very_High,2,Tier 3,Supermarket Type3,10072.8882,6.547
FDH31,12.0,0.02039417,29,OUT013,Meat,100.1042,Medium,1,Tier 3,Supermarket Type1,1697.112502,1.103
FDF05,17.5,0.02687089,19,OUT046,Frozen Foods,264.491,Very_High,3,Tier 1,Supermarket Type1,3681.874,2.393
FDG47,12.8,0.121893603,31,OUT019,Starchy Foods,261.3252,Very_High,3,Tier 1,Grocery Store,2218.990197,1.442
FDU37,9.5,0.182980378,31,OUT019,Canned,80.496,Medium,3,Tier 1,Grocery Store,-561.0586145,-0.365
FDD50,18.85,0.142443405,9,OUT017,Canned,170.4132,High,2,Tier 2,Supermarket Type1,4396.9432,2.858
